id,section,page,amharic,harari,oromo,english,verified
7847,ጥ,261,ጥልፍ,ጢልሪፊ,dhawante,,False
7848,ጥ,261,ጥሉሽ,ጌበራ,Gabbara kenne gave,dowry,False
7849,ጥ,261,ጥሉሽ,መጌበር,Kennaa/gabbara Dowry,,False
7850,ጥ,261,ጥማት,ጢርራ,dheebuu thirsty,,False
7851,ጥ,261,ጥምር፤ጥንድ,ጢሚጃ,Qindii Pair,,False
7852,ጥ,261,ጥምዝዝ/ለእጅ,ሉቁቅ,"michiramaa spiral,twisted",,False
7853,ጥ,261,ጥምጣም,ኢማመት,Imaammata Headband,,False
7854,ጥ,261,ጥረት,ጁሕዲ,"Yaalii, tattaaffii Effort",,False
7855,ጥ,261,ጥረት,ጁሕዲ,carraaqa attempt,,False
7856,ጥ,261,ጥረት,ጀሐደድ,Carraaqa/Qabsoo strive/,effort,False
7857,ጥ,261,ጥሩ,በረሕ,gaarii good,,False
7858,ጥ,261,ጥሩ,ሜስኪ,Miskii/Kan a,class of aromatic,False
7859,ጥ,261,ጥሩ,ሜስኪ,jaallatamu substances,commonly,False
7860,ጥ,261,,,used,as base notes in,False
7861,ጥ,261,,,perfumery.,,False
7862,ጥ,262,ጥሩ,ዘርነብ,Biqila urgaawaa Plant,having a good smell,False
7863,ጥ,262,ጥሩ,ቡኹር,Foolii gaarii Good,flavor,False
7864,ጥ,262,ጥሩንባ,ባናጥኒጥ,"garrii, baaloo trumpet",,False
7865,ጥ,262,ጥሩአመል,ሐሊም,"Amala gaarii Quite.,humble",,False
7866,ጥ,262,ጥሪ,ኪላሐት,waamicha calling,,False
7867,ጥ,262,ጥሪ,የፊሪ,waaminsa kan inviting,,False
7868,ጥ,262,ጥሪ,የፊሪ,godhu,,False
7869,ጥ,262,ጥሪኝ,ዘባድአዱሩ,gosa Civet,,False
7870,ጥ,262,ጥሪኝ,ዘባድአዱሩ,bineensa/akka,,False
7871,ጥ,262,,,adurree,,False
7872,ጥ,262,ዋሪ,አፌራ,"Afeere Fete,",invite,False
7873,ጥ,262,ጥራት,ከሽራ,"Kashraa, waan Material",without quality,False
7874,ጥ,262,ጥራት,ከሽራ,aayaa hin qabne,,False
7875,ጥ,262,ጥራጥሬ,ቀቀዉሳ,Qawwisa Unripen,grain,False
7876,ጥ,262,ጥሬ,ጢሪ,qabeenya callaa crude,,False
7877,ጥ,262,ጥር,ጢር,Amaji january,,False
7878,ጥ,262,ጥርሰ,ካርሩ,Kaarruu Diastema,,False
7879,ጥ,262,ጥርሰ,ፎርሮቅቄ,Shukkuume rub,,False
7880,ጥ,262,ጥርሰ,ሴሌ,Forroqqee Toothless/for,baby/,False
7881,ጥ,262,ጥርሰ,ሲትራ,Kaarruu Diastema,,False
7882,ጥ,262,ጥርሱን,ዩሰዋክዛል,kan Ilke suwaaku brushin,teeth,False
7883,ጥ,262,ጥርስ,ሲን,ilkee tooth,(plural-teeth),False
7884,ጥ,262,ጥርስ,መስዋካ,suwaaku to,brush teeth,False
7885,ጥ,262,ጥርብ፣የተጠረበ,ሑኩል,"Qumqummii, Ashlar,dressed",stone,False
7886,ጥ,262,ጥርብ፣የተጠረበ,ሑኩል,bocamaa,,False
7887,ጥ,262,ጥርጣሬ,ሸክኪ,Shakkii Suspect,,False
7888,ጥ,262,ጥቁር,ጠይ,Gurraacha Black,,False
7889,ጥ,262,ጥቁር,ሰበሩ,Gabatee gurracha black,board,False
7890,ጥ,262,ጥቁርአዝሙድ,ሐበሱዳ,Habsuddaa Antelope,,False
7891,ጥ,262,ጥቂት,ጢንነዮ,Muraass Few,/a few / little,False
7892,ጥ,262,ጥቂት/,ጢቅቀሽሾ,Waaxiqqo Few,/a few / little,False
7893,ጥ,262,ጥቃት,ዙልሚ,midhaa attack,,False
7894,ጥ,263,ጥቅል,ዱምሙም,M araa General/holistic,,False
7895,ጥ,263,ጥቅልል,ጡሉል,maramaa roll,,False
7896,ጥ,263,ጥቅልጎመን,ኩሩምባ,"raafuu maramaa, Cabbage",,False
7897,ጥ,263,ጥቅልጎመን,ኩሩምባ,kurumbaa,,False
7898,ጥ,263,ጥቅመናኛ,ደንቴይ,Nama faaydaa Bragged,,False
7899,ጥ,263,ጥቅም,ኒፋአት,faayidaa advantage,,False
7900,ጥ,263,ጥቅም/,ነፊ,Faaydaa Advantage,,False
7901,ጥ,263,ጥቅምት,ጢቲቂምቲ,Onkoloolessa october,,False
7902,ጥ,263,ጥቅም፤የግልፋይዳ,መስለሓ,"Faaydaa dhunfaa Benefit,self",intrest,False
7903,ጥ,263,ጥቅርሻ,ጢቀር,cilaattii Soot,/lampblack,False
7904,ጥ,263,ጥቅጥቅ,ጩገፍ,udumama dense,,False
7905,ጥ,263,ጥቅጥቅ,ሹሑን,"goboo dense,luxurient",,False
7906,ጥ,263,ጥቅጥቅ,ጩገፍ,Daggala Dense,forest,False
7907,ጥ,263,ጥበቃ,ቂርሓን,Eegmaya Conservation,,False
7908,ጥ,263,ጥበቃ,መትጌለል,"Eeggumsa Conservation,security",,False
7909,ጥ,263,ጥበቃ,መትጌለል,taasisuu,,False
7910,ጥ,263,ጥበብ,ሲነት,artii art,,False
7911,ጥ,263,ጥበብ,ሒከማ,Ogummaa Wisdom,,False
7912,ጥ,263,ጥበብ,ሲነት,"Ogummaa Art,skill",,False
7913,ጥ,263,ጥበት,ጢብባ,Dhibbummaa Constriction,,False
7914,ጥ,263,ጥባጥቦ,ሐተንኮሽ,Kubbaa xaq-xaq Eagle,,False
7915,ጥ,263,ጥባጥቦ,ሐተንኮሽ,taphachuu,,False
7916,ጥ,263,ጥብስ,ጢብሲ,Waaddii Roast,,False
7917,ጥ,263,ጥብስ,ጠቡስ,kataankala roast,,False
7918,ጥ,263,ጥብስ,ጢብሲ,waaddii roasted,meat,False
7919,ጥ,263,ጥብቅ,ጠቢቅ,Jabaa Drastic,/firm,False
7920,ጥ,263,ጥብቅብቅ,መስሳፋ,Itti maxxanuu To,fasten strictly,False
7921,ጥ,263,ጥብቅነት/ጥንካሬ/ግትርነት,ጢብቃ,jabbina/didduum intransiqence,,False
7922,ጥ,263,ተ.ግ),ጢብቃ,maa,,False
7923,ጥ,263,ጥብጣብ,ጢብጣብ,xitxiifee strap,,False
7924,ጥ,263,ጥናት,ቢሳሉት,Qorannoo Study,,False
7925,ጥ,263,ጥንቁቅ,ቁሩሕ,of eegaa alert,/ under care,False
7926,ጥ,263,ጥንቃቄ,ቀስዲ,Of eeggannoo safety,,False
7927,ጥ,264,ጥንቅር,ጡሙድ,qindaa'aa compiled,,False
7928,ጥ,264,ጥንቀላ,ፋል,"Falfala tarot,",voodoo,False
7929,ጥ,264,ጥንቀቆላ፤አስማት(,ሲሕሪ/ፈልፈላ,"Falfala,tolcha Witchcraft",,False
7930,ጥ,264,ጥንብ,በኽቲ,Baktii/waan du'e Scaven,( died body),False
7931,ጥ,264,ጥንብአንሳ,ጂናኢዝአመራ,H amaraa Vulture,,False
7932,ጥ,264,ጥንታዊ,አውወላኒ,kan bara durii ancient,,False
7933,ጥ,264,ጥንታዊ,ቀራኢፍ,kophee dur tan Antique,shoes made from,False
7934,ጥ,264,የሚሰራ),ቀራኢፍ,muka irraa wood,,False
7935,ጥ,264,የሚሰራ),ጢንቲ,hojjetamtu,,False
7936,ጥ,264,ዋንት,ጢንቲ,duriidur hindmost,,False
7937,ጥ,264,ጥንቸል,ወይደሊ,Kuruphoo rabbit,,False
7938,ጥ,264,ጥንቸል,ጠሐርባኛ,Hilleensa War,,False
7939,ጥ,264,ጥንካሬ,ዚቅቲ,Cimina Strength,,False
7940,ጥ,264,ጥንካሬ/,ጢብቃ,Jabina Rigidity,,False
7941,ጥ,264,ጥንዚዛ,ጢዝባልላ,boonbii Beetle,,False
7942,ጥ,264,ጥውልግ,ጡሉገ,xoolagaa wilted,,False
7943,ጥ,264,ጥያቄ,ሒብሪ,Gaafii Question,,False
7944,ጥ,264,ጥያቄ,ሒብሪ,mallatoo gaafii question,mark,False
7945,ጥ,264,ጥያቄ,ሱኣል,"Gaafii Question,",querry,False
7946,ጥ,264,ጥይት,ረሳስ,Rasaasa Bullet,,False
7947,ጥ,264,ጥድ,ጋርቲራ,gattiraa juniper,tree,False
7948,ጥ,264,ጥድ,ጢሕዲ,Gaatiraa acacial/plant,,False
7949,ጥ,264,ጥጃ,ጢጃ,"Waatii, Jabbii Calf",,False
7950,ጥ,264,ጥገና,ዊዳር,Suphaa Maintenance,,False
7951,ጥ,264,ጥገና,ሜቅላ,akkankarreettii bureau,/office/ work,False
7952,ጥ,264,ጥገና,ሜቅላ,/maxxantuu/ place,,False
7953,ጥ,264,ጥገኛ,ቪልመሻኛ,Hirkataa Dependent,,False
7954,ጥ,264,ጥጋበኛ,ጡፈሻኛ,quufaa arrogant/,provocative,False
7955,ጥ,264,ጥጋበኛ,በጥራን,Quufaa Arrogant,,False
7956,ጥ,264,ጥጋብ,ጡፋ,Quufa Satisfaction,,False
7957,ጥ,264,ጥጥ,ጡጥ,jibrii cotton,,False
7958,ጥ,264,ጥፊ,ጢፊት,Kabala Smack,/slap,False
7959,ጥ,264,ጥፋተኛ,አብሊል,yakkamaa incriminate,,False
7960,ጦ,265,ጥፋተኛ,ባጢል,Abbaa badii Guilty,,False
7961,ጦ,265,ጥፋት,ጢፋኣ,Badii Blot,/destruction,False
7962,ጦ,265,ጥፋት,ጢፋኣ,/damage,,False
7963,ጦ,265,ጥፋት,ቢላሎት,badii mistake,,False
7964,ጦ,265,ጥፍር,ጢሪፊር,qeensa nail,(on the tip of fingers),False
7965,ጦ,265,ጥፍርቆረጠ,ገለላ,qeensa murate Cutting,nail,False
7966,ጦ,265,ጥፍጥሬ,ወንአድ,Firii jibrii cotton,seed,False
7967,ጦ,265,ጦሲኝ,ጦሲኝ,xoosinyii thyme,,False
7968,ጦ,265,ጦስ,ጦሲ,rakkina waa kind,of bad omen,False
7969,ጦ,265,ጦስ,ጦሲ,jaladeemu,,False
7970,ጦ,265,ጦር,ወረም,Eeboo Spear,,False
7971,ጦ,265,ጦር,ሚዛራጥ,Eeboo Spear,,False
7972,ጦ,265,ጦርነት,ሐርቢ,Lola/waraana Yoke,,False
7973,ጦ,265,ጦጣ,ቀለሜ,Qamalee Monkey,,False
7974,ጦ,265,ጧት,ሶዛ,Ganama Morning,,False
7975,ጦ,265,ጧፍ,ለብለብ,Lablaba Candle,,False
7976,ጦ,265,ጨለመ,ጩለማ,Dukkanaawe Got,dark,False
7977,ጦ,265,ጨለማ,ጪልማ,Dikkana dark,,False
7978,ጦ,265,ጨለጠ,ጨርበብኣሻ,Caf godhe Sipped,at one gulp,False
7979,ጦ,265,ጨሌ,ጨልሌ,Callee Bead,,False
7980,ጦ,265,ጨሌ,መንደስ,calle walqabsiisu Bead,stab,False
7981,ጦ,265,ጨሌ,ዳቀ,callee bead,,False
7982,ጦ,265,ጨመረ,ደበላ,"Ida'e, dabale Increase",,False
7983,ጦ,265,ጨመቀ,ጨመቃ,Cunfe Squeezed,,False
7984,ጦ,265,ጨማመረ,ዲባበለ,daddabale increased,,False
7985,ጦ,265,ጨምዳዳ,ቂምጪር,"Shuntuuraa Shriveled,stricture",,False
7986,ጩ,266,ጨረሰ,ሔለዳ,"Xumure/fixe Completed,finished",,False
7987,ጩ,266,ጨረሰ,አቦረዳ,X umure Completed,,False
7988,ጩ,266,ጨረሰ/,ኸተማ,"Fixe, Xumure Complete",/ finish,False
7989,ጩ,266,ጨረር/,ሸሐን,Cararii Ray,,False
7990,ጩ,266,ጨረቃ,ዋሕሪ,Ji'a Moon,,False
7991,ጩ,266,ጨረታ,ዚርራ,caalbaasii bid,,False
7992,ጩ,266,ጨርቅ/,ጨርቂ,"Bututtuu,, Carqii rag",,False
7993,ጩ,266,ጨቅላ,ሐቃቃ,"Kan harma luugu, Real",,False
7994,ጩ,266,ጨቅላ,ሐቃቃ,malqa,,False
7995,ጩ,266,ጨቅላ,ሰቢ,Daa'ima qacalee Infant,,False
7996,ጩ,266,ጨብጥ,ጨብጡ,cabxoo gonorrhea,,False
7997,ጩ,266,ጨዋ,ሳሊሕ,"Naamusee Cultured,gallant",,False
7998,ጩ,266,ጨዉ,ጢረስሱ,Soogidda Salt,,False
7999,ጩ,266,ጨጓራ,አንቀር,Garaacha Stomach,,False
8000,ጩ,266,ጨፈረ,ደባልአሻ,Shubbise Danced,,False
8001,ጩ,266,ጨፈረ፤,ሰለሓ,Dhiichisa/sirba Dance,,False
8002,ጩ,266,ጭፈራ),ሰለሓ,aadaa Hararii,,False
8003,ጩ,266,ጨፈገገ,ጨጪፈገጋ,"Duume frowned,",gloomy,False
8004,ጩ,266,ጩኸት,አውቲ,Iyyansa/ lallabaa Shouting,,False
8005,ጩ,266,ጪስ,ተን,Aara Smoke,,False
8006,ጩ,266,ጫማ,አቪን,kophee shoes,,False
8007,ጩ,266,ጫማ,አቪን,Kophe Shoes,,False
8008,ጩ,266,ጫረ,ጩጠሐራ,Bukkise Strike,,False
8009,ጩ,266,ጫት,ጫት,Jimaa a,plant with mild,False
8010,ጩ,266,ጫት,ጫት,narcotic,quality<< kat>>,False
8011,ጩ,266,ጫነ,ጤና,Fe'e Imposed,,False
8012,ጭ,267,ጫካ,ኡድማ,Bosona Forest,jungle,False
8013,ጭ,267,ጫጩት,ጫጩ,Caaccuu Baby,bird /chicken,False
8014,ጭ,267,ጫጩት,አጫጫ,c u ucii daasse Hatch,(chicken),False
8015,ጭ,267,ጭላጭ,ጉርዳ,Gaga/Cuma remnant,/ precipitate,False
8016,ጭ,267,ጭልም,ሊም,Dukkana swiched,dark soo,False
8017,ጭ,267,ጭልፊት,ጢልሊ,Allaattii Eagle,,False
8018,ጭ,267,ዌልፋ,ጪልፋ,hunduqqoo ladle,dipper,False
8019,ጭ,267,ጭማሪ,መድዴበል,dabalinsa godhuu to,add,False
8020,ጭ,267,ጭማቂ,ጪምማቂ,Cunfaa Juice,,False
8021,ጭ,267,ጭምልቅ/,ጩምሉቅ,"Camlaaqqaa tarnished,","smeared,",False
8022,ጭ,267,ጭምልቅ/,ጩምሉቅ,"filthy,","unkempt,",False
8023,ጭ,267,ጭምድድ,ቂምጪር,gooranyii rumpled,/creased/,False
8024,ጭ,267,ጭረት,ጩሑር,Kotteessa scratching,,False
8025,ጭ,267,ጭራ,ቀነዋ,Eegee Tail,,False
8026,ጭ,267,ጭራሮ,ቀቀልሊ,"hanxaxii brushwood,twig",,False
8027,ጭ,267,ጭራር,ቀጠጡ,Haanxii Brush,wood,False
8028,ጭ,267,ጭራቅ,ጪራቅ,Buttuu Ogre,/cannibal,False
8029,ጭ,267,ቁር,ጢልቲ,bakka ciirr ia'e silent,,False
8030,ጭ,267,ፍር,ጢል,cad (yeroot) silence,,False
8031,ጭ,267,ጭርት,ኢቪቫ,robbii ringworm,,False
8032,ጭ,267,ጭቁን,ዱድዱቅ,Dhiibbamaa juice,,False
8033,ጭ,267,ዌታ,ጪባ,Dhoqqee Mud,,False
8034,ጭ,267,ጭቃ,ርቅቄ,Dhoqqee Mud,,False
8035,ጭ,267,ጭቆና,ደኽጢ,Cunqursaa Oppression,,False
8036,ጭ,267,ጥፃና,ዴደቆት,Dhiibaa compaction/,suppretion,False
8037,ጭ,267,ዌብጦ,ዱብቡጮ,dumucoo round,heavy loaf of bread,False
8038,ጭ,267,ጭነት,ጡኡን,Fe'umsa Cargo,/load/,False
8039,ጭ,267,ፍን,ወድሪ,gudeeda femur,thigh,False
8040,ጭ,267,ጭንቀት,ጪንቂ,hiraar stress,,False
8041,ጭ,267,ጭውውት,ፈርጊፍጭቲ,tapha conversation,,False
8042,ጮ,268,%ውውት,ሙሻወራ,marii comb,,False
8043,ጮ,268,ጭድ,ኑጭ,cidii grass,/ hay,False
8044,ጮ,268,ፍዊጋግ,አጉጃ,"duumeesa,hurii Fog",,False
8045,ጮ,268,ጭጎጊት,ጂንመርፊ,"qoraarii,qoratii Bur",,False
8046,ጮ,268,ጭፍ,ጢርቂም,Cal Hush,,False
8047,ጮ,268,ጭፈራ,ደባል,"Dhiichisa, Dance/",,False
8048,ጮ,268,ጭፈራ,ደባል,Shubbisa accompainiment/escort,,False
8049,ጮ,268,ጭፈራ,ደባል,Dabaala jumps,during,False
8050,ጮ,268,ጭፈራ,ደባል,wedding/dance,,False
8051,ጮ,268,ጭፍልቅ,ጩፋቅ,Caffaq crushed,,False
8052,ጮ,268,ጮሌ,ጮልሌ,maltuu cunning,,False
8053,ጮ,268,ጮማ,ሰበሕ,cooma fat,meat,False
8054,ጮ,268,ጮኸ,አውባያ,Lallabe/ Iyye Shout,,False
8055,ጮ,268,ጮጮ,ኮኦኾሌ,okolee container,,False
8056,ጮ,268,ፀሀይ,ኢር,aduu sun,,False
8057,ጮ,268,ፀሀይ,ኢርመውጠእ,Barihuu/ dawning,,False
8058,ጮ,268,ፀሀይ,ኢርመውጠእ,Fooyyawuu,,False
8059,ጮ,268,ፀሀይመጥለቂያ,ኢርቢርቢር,Seennaa aduu Sunset,,False
8060,ጮ,268,ፀሀፊ,ገርዳስ,Barreessaa Secretary,,False
8061,ጮ,268,ፀሀፊ,ከትታቢ,"Barreessaa Author/writer,Secretary",,False
8062,ጮ,268,ፀሉታዊ,ኹጥባ,khuxbaa praying,speech,False
8063,ጮ,268,ፀሎት,ሰላት,Rabbin pray,,False
8064,ጮ,268,ፀሎት,ሰላት,kadhachuu,,False
8065,ጮ,268,ፀሎት,,/salaatuu,,False
8066,ጮ,268,ፀሎት,ኢባዳ,sagada praying,,False
8067,ጮ,268,ፀር,ዲድ,farra anti,,False
8068,ጮ,268,ፀባይ,አመል,amala conduct,,False
8069,ጮ,268,ፀና,ሰበታ,ragga’e persisted,,False
8070,ፂ,269,ፀና,አፋያ,"murteessee,tasga Cleave","hold to, decided",False
8071,ፂ,269,ፀና,አፋያ,bbaa'e,,False
8072,ፂ,269,ፀደቀ,ሰበታ,Ragga'e Confirmed,,False
8073,ፂ,269,ዐዳ,ኔዘፋ,Qulqullaawe Lime,,False
8074,ፂ,269,ፀጉረ,መዳጂ,nama alaa square,,False
8075,ፂ,269,ፀጉረ,አጅነቢ,"N a ma alaa/ strange,",Guest,False
8076,ፂ,269,ፀጉረ,አጅነቢ,keessummaa,,False
8077,ፂ,269,ፀጉር,ጪገር,rifeensa hair,,False
8078,ፂ,269,ፀጉር,ታሉ,mana taaloo barbery,,False
8079,ፂ,269,ፀጉር,ታሎ,Taaloo Haircut,,False
8080,ፂ,269,ፀጉር,ቢም,Biima/qabdoo Banbeau,,False
8081,ፂ,269,ፀጉር,ቢም,rifeensaa,,False
8082,ፂ,269,ፀጋ/ረድኤት/,ኒእመት,Qananii Blessing,,False
8083,ፂ,269,ፀጥ,ጢል,Calii Quiet,,False
8084,ፂ,269,ፀጥ,ጪር,"Usaa,Callisaa quient",,False
8085,ፂ,269,ፀጥታ,ጢልቲ,Nageenya Silence,,False
8086,ፂ,269,ፀጥታ,አምኒ,tasgabbii quiescence,,False
8087,ፂ,269,ፀጥታ,አምኒ,"Nageenya security,",safety,False
8088,ፂ,269,ዐዐት,ሴና,Sheenawe/gaabbe Regret,,False
8089,ፂ,269,ዒም,ደበን,Areeda Beard,,False
8090,ፂ,269,ፃፈ,ከተባ,Barreesse Wrote,/typed,False
8091,ፂ,269,ፅሁፍ,ኩቱብ,barreeffama writing,/ written,False
8092,ፂ,269,ፅሀፈት,መከተብጋር,Waajjira Office,,False
8093,ፂ,269,ፅኑ,ሱቡት,kutataa persevering/,ed,False
8094,ፂ,269,ፅናት,ሲብታ,sabrii persistence,,False
8095,ፂ,269,ፅናት,ሰብሪ,Obsa/Obsuu patiency,,False
8096,ፂ,269,ፅንስ,ጂኒን,ulfa pregnancy,,False
8097,ፂ,269,ፅዳት,ነዛፋ,qulqullina sanitation,/cleanliness/,False
8098,ፂ,269,ሶዕጌረዳ,ኤለድ,Maawardii Rose,,False
8099,ፆ,270,ፅጌረዳ,ማወርዲ,Ilillii Maawardii Rose,,False
8100,ፆ,270,,ዖ,Afaan Oromo English,,False
8101,ፆ,270,ፆመ,ሶመና,Soomane Fasting,,False
8102,ፆ,270,ፆም,ሶመን,soomana fasting,time,False
8103,ፆ,270,ዖምገደፈ/,ፈጠራ,Saffise Became,fast,False
8104,ፆ,270,ዖታ,ሊቃ,saala sex,/gender,False
8105,ፆ,270,ዖታ,ሐሞር,"Saala Sex,gender",,False
8106,ፆ,270,ፈለሰፈ,ፈለሰፋ,Qorate think,up/ invent,False
8107,ፆ,270,ፈለገ,ፋጫ,fedhe looked,for,False
8108,ፆ,270,ፈለገ,ፎረሓ,Forroqqee Loose,tooth/for adults,False
8109,ፆ,270,ፈለገ,ኸሻቫ,Fedhe/hawwe Wish,,False
8110,ፆ,270,ፈለፈለ,ፊለፈላ,Qaama foonii Part,of animal flesh,False
8111,ፆ,270,ፈላ,ፈለሓ,danfe Boil,,False
8112,ፆ,270,ፈላለገ፤አነፈነፈ,ፋናናአቫ,Fungaa Ugly,,False
8113,ፆ,270,ፈላስፋ,ፈልሰፈናኛ,Falsafaa philosopher,,False
8114,ፆ,270,ፈልፍሎ,መቅፈፍ,Diimessanii uruu drilling,,False
8115,ፆ,270,ፈልፍሎ,መትቄፈፍ,Dimessisanii to,drill to make a hole,False
8116,ፆ,270,ፈልፍሎ,መትቄፈፍ,baniisu,,False
8117,ፆ,270,ፈልፍሉ,ዩቀፊ,Diimatee kan drilling,,False
8118,ፆ,270,ፈልፍሉ,ዩቀፊ,banu,,False
8119,ፆ,270,ፈሰሰ,ተኮኣ,dhangalaae pour,out,False
8120,ፆ,270,ፈሳሽ,ኩእ,Dhangala'oo Liquid,/ fluid /,False
8121,ፆ,270,ፈስ,ፈስ,Kutaa Class,/part,False
8122,ፆ,270,ፈስ,ፈስ,dhuufuu fart,,False
8123,ፆ,270,ፈሶሊያ,ፈሱሊያ,fusuuliyaa foasiles,,False
8124,ፆ,270,ፈረመ,ፈርረማ,mallattesse endorse,,False
8125,ፆ,270,ፈረሰ,ተዳመሳ,diige ruined,,False
8126,ፆ,270,ፈረስ,ፈረዝ,farda horse,,False
8127,ፆ,270,ፈረቃ,ፈረቃ,faraqaa Fear,,False
8128,ፆ,271,ፈረደ,ፈረዳ,Furmaata/furamuu,,False
8129,ፆ,271,ፈረደ,ፈረዳ,Solution,,False
8130,ፆ,271,ፈረደ,ሐከማ,"Murteesse Desided,judge",,False
8131,ፆ,271,ፈረጠ፤,መገለ,Mala’e Supperation,,False
8132,ፆ,271,ፈሪ,ፈርራትቱ,Garaagarummaa Difference,,False
8133,ፆ,271,ፈሪ,ኑግላ,Sodaataa Coward,timid,False
8134,ፆ,271,ፈሪሓ,አልላፈሪ,Kan rabbi sodaatu Fear,of god,False
8135,ፆ,271,ፈራ,ፈራ,Faarmaasii Pharmacy,,False
8136,ፆ,271,ፈርማሲ,ፈርማሺያ,Sodaataa Coward,,False
8137,ፆ,271,ፈርስ,ጣቅ,garaacha content,of the stomach,False
8138,ፆ,271,ፈርጥ,ፌይሩዝ,Feddege Rub,/ scrub,False
8139,ፆ,271,ፈርጥ,ፊይዝ,qooqaa emerald,,False
8140,ፆ,271,ፈተሸ,ፈትተሻ,Walitti dirtuu Fancy,man /pimp,False
8141,ፆ,271,ፈተና,ኢምቲሓን,qormattaa examination,,False
8142,ፆ,271,ፈተና,ኢምቲሓን,Qormaata Exam,,False
8143,ፆ,271,ፈተገ,ፌደጋ,Bittinneesse Intersperse,,False
8144,ፆ,271,ፈታ,ፈተሓ,Jibrii mare Make,a thread,False
8145,ፆ,271,ፈታሽ,ፌትቪ,sakkatta’aa inspector,,False
8146,ፆ,271,ፈት,አርመልላ,"H armallaa Widow,divorce",,False
8147,ፆ,271,ፈት,አርመሊ,naashidaa divorced,,False
8148,ፆ,271,ፈትልድር,ጉራ,Jirbii foohaa Thread,,False
8149,ፆ,271,ፈነቀለ,ፊናቀላ,Lafa dhawee Sparking,,False
8150,ፆ,271,ፈነቀለ,ፊናቀላ,deebi'uu,,False
8151,ፆ,271,ፈነዳ,ቡጉምባያ,Dhohe Blow,out,False
8152,ፆ,271,ፈነዳ/,ጦአባያ,"Dhohe, Bahe Rise",,False
8153,ፆ,271,ፈንዲሻ,ፈንዲሽ,Fanxaziyaa Feast,,False
8154,ፆ,271,ፈንጂ,ቤንዚን,dhuka’aa explosive,,False
8155,ፆ,271,ፈንገስ,ፈንገስ,"fangasii,marqoo Fungus",,False
8156,ፆ,271,ፈንጣጣ,ጊፍሪ,Munnee Smallpox,,False
8157,ፆ,271,ፈከስ,ፋክሲ,faaksii fax,,False
8158,ፆ,271,ፈዘዘ,ፈዛዛ,Fayfayoo Attractive,,False
8159,ፆ,271,ፈዛዛ,ጃማ,"Fazaazaa, Jaamaa Bleary/muzzy/",,False
8160,ፆ,271,ፈጀ,ፈጃ,"Hadoode insensitive,","numb, frozen",False
8161,ፋ,272,ፈገገ,ፊርጊጭ,Seeqinsa Smiling,,False
8162,ፋ,272,ፈገገታ,ፊርጊጭቲ,Dhidhiitachuu thrash,about,False
8163,ፋ,272,ፈጠረ,ኸለቃ,"Khalaqe, uume Create",,False
8164,ፋ,272,ፈጠራ,ኺልቃን,"uumaa invention,",creativity,False
8165,ፋ,272,ፈጠራ,ሐንደሳ,Khalaqa Cripple,,False
8166,ፋ,272,ፈጠነ,ፈጠና,Saffisaa Fast,,False
8167,ፋ,272,ፈጣሪ,ኸሊቅ,"Uumaa, kaaliqa Creator",,False
8168,ፋ,272,ፈጣሪ,መገን,Magan (yaa rabbi OMG,,False
8169,ፋ,272,ፈጣሪ,መገን,nu baraari),,False
8170,ፋ,272,ፈጣን,ፈጠን,Si'aawaa Habile,,False
8171,ፋ,272,ፈጨ,ፈጫ,Kabajamaa Praised,,False
8172,ፋ,272,ፈፀመ,አሜሐራ,raawwate Done,,False
8173,ፋ,272,ፈፀመ,ከመላ,Raawwate Complete,,False
8174,ፋ,272,ፈፃሚ,አሜሕሪ,raawataa implementer,,False
8175,ፋ,272,ፈፅሞ,ከስተን,abadan /tasa/ never,,False
8176,ፋ,272,ፋል/ምገብ/,ፋል,Masoobilii Sacred,basil,False
8177,ፋ,272,ፋተታ,ቱሕማ,haqaa male Requiem,,False
8178,ፋ,272,ፋተታ,ቱሕማ,yakkaamuu,,False
8179,ፋ,272,ፋት,ሑሩብ,Hurubsuu Sip,,False
8180,ፋ,272,ፋትአለ,ሑሩብባያ,Hurubse Sip,,False
8181,ፋ,272,ፉንጋ/,ፉንጋ,"Jeekkara/geerara vaunting,","bullying,",False
8182,ፋ,272,ፉንጋ/,ፉንጋ,boasting,,False
8183,ፋ,272,ፋከራ,ፎከከራ,dhaadannoo bragging,,False
8184,ፋ,272,ፋከራ/ቀረርቶ,ጌረርራ,Geeraraa Boasting/,Bragging,False
8185,ፋ,272,ፉጨት,ፊፍጭ,"foorica,fooqqisuu whistling,",screeching,False
8186,ፊ,273,,,Afaan Oromo English,,False
8187,ፊ,273,ፊልም,ፊልሚ,fiilimii movie,,False
8188,ፊ,273,ፊቱ,ጁሕ,sodaan ykn resemble,fire/ angry,False
8189,ፊ,273,ፊቱ,ጁሕ,sidaachuungurri,,False
8190,ፊ,273,ፊቱ,ቡልጉ,qaamni oowwe,,False
8191,ፊ,273,ፊቱ,ቡልጉ,nama fuulli hin Sour,face,False
8192,ፊ,273,ፊቱ,ቡልጉ,banamne,,False
8193,ፊ,273,ፊት,ፊት,Fonqolche ripped,out (pulled out),False
8194,ፊ,273,ፊት,ኤቀዳንኤቀድ,Fuulduratti/ ifatti Frankly,,False
8195,ፊ,273,ፊንጢጣ,ሚስከት,Munnee Anuria,,False
8196,ፊ,273,ፊኛ,ቡፍሐኝ,afuuffee bladder,,False
